Time, Lateral Acceleration, Lateral Velocity, Yaw Rate, FyF, FyR, FzF, FzR, aSlipF, aSlipR
19.04, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.04, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.04, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.04, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.04, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.04, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.04, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.04, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.05, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.05, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.05, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.05, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.05, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.05, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.05, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.05, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.05, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.05, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.06, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.06, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.06, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.06, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.06, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.06, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.06, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.06, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.06, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.06, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.07, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.07, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.07, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.07, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.07, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.07, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.07, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.07, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.07, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.07, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.08, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.08, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.08, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.08, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.08, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.08, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.08, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.08, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.08, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.08, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.09, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.09, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.09, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.09, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.09, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.09, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.09, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.09, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.09, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.09, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.10, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.10, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.10, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.10, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.10, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.10, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.10, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.10, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.10, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.10, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.11, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.11, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.11, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.11, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.11, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.11, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.11, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.11, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.11, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.11, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.12, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.12, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.12, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.12, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.12, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.12, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.12, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.12, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.12, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.12, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.13, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.13, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.13, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.13, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.13, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.13, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.13, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.13, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.13, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.13, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.14, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.14, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.14, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.14, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.14, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.14, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.14, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.14, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.14, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.14, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.15, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.15, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.15, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.15, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.15, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.15, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.15, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.15, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.15, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.15, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.16, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.16, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.16, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.16, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.16, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.16, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.16, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.16, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.16, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.16, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.17, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.17, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.17, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.17, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.17, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.17, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.17, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.17, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.17, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.17, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.18, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.18, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.18, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.18, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.18, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.18, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.18, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.18, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.18, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.18, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.19, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.19, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.19, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.19, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.19, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.19, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.19, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.19, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.19, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.19, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.20, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.20, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.20, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.20, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.20, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.20, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.20, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.20, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.20, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.20, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.21, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.21, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.21, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.21, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.21, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.21, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.21, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.21, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.21, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.21, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.22, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.23, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.24, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.25, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
19.26, 5.3459, -0.0751, 0.1604, 2207.5137, 2336.9368, 4463.3230, 4725.8714, -0.7328, -0.7328
